[2023-03-03 12:33:23.931] [     29ms] [/home/crpier/Projects/memecry] git rev-parse --show-toplevel
[2023-03-03 12:33:24.080] [     58ms] [/home/crpier/Projects/memecry] git rev-parse --show-toplevel
[2023-03-03 12:33:24.081] [     58ms] [/home/crpier/Projects/memecry/src] git rev-parse --show-toplevel
[2023-03-03 12:33:24.122] [     22ms] [/home/crpier/Projects/memecry] git rev-parse --git-dir --git-common-dir
[2023-03-03 12:33:24.161] [     37ms] [/home/crpier/Projects/memecry] git remote -v
[2023-03-03 12:33:24.183] [     35ms] [/home/crpier/Projects/memecry] git ls-files -- src/root.tsx
[2023-03-03 12:33:24.236] [     51ms] [/home/crpier/Projects/memecry] git blame --root --incremental -- src/root.tsx
[2023-03-03 12:33:24.248] [     84ms] [/home/crpier/Projects/memecry] git remote -v
[2023-03-03 12:33:24.250] [     13ms] [/home/crpier/Projects/memecry] git config --get-regex ^user\.
[2023-03-03 12:33:24.282] [     32ms] [/home/crpier/Projects/memecry] git check-mailmap crpier <crpier42@gmail.com>
[2023-03-03 12:33:24.641] [     10ms] [/home/crpier/Projects/memecry] git remote -v
[2023-03-03 12:33:24.829] [      9ms] [/home/crpier/Projects/memecry] git diff --no-ext-diff --minimal -U0 -M --diff-filter=M -- src/root.tsx
[2023-03-03 12:33:24.838] [      8ms] [/home/crpier/Projects/memecry] git log --format=%x3cr%x3e%x20%H -n3 -m -L 2,2:src/root.tsx
[2023-03-03 12:33:25.411] [     12ms] [/home/crpier/Projects/memecry] git blame --root --incremental -- src/root.tsx
[2023-03-03 12:33:26.157] [     11ms] [/home/crpier/Projects/memecry] git diff --no-ext-diff --minimal -U0 -M --diff-filter=M -- src/root.tsx
[2023-03-03 12:33:26.167] [      8ms] [/home/crpier/Projects/memecry] git log --format=%x3cr%x3e%x20%H -n3 -m -L 2,2:src/root.tsx
[2023-03-03 13:15:59.853] [      6ms] [/home/crpier/Projects/memecry] git blame --root --incremental -- src/root.tsx
[2023-03-03 13:16:00.669] [     10ms] [/home/crpier/Projects/memecry] git diff --no-ext-diff --minimal -U0 -M --diff-filter=M -- src/root.tsx
[2023-03-03 13:16:00.676] [      5ms] [/home/crpier/Projects/memecry] git log --format=%x3cr%x3e%x20%H -n3 -m -L 2,2:src/root.tsx
[2023-03-03 13:16:03.128] [      9ms] [/home/crpier/Projects/memecry] git blame --root --incremental -- src/root.tsx
[2023-03-03 13:16:03.956] [      8ms] [/home/crpier/Projects/memecry] git diff --no-ext-diff --minimal -U0 -M --diff-filter=M -- src/root.tsx
