[2023-03-03 13:37:26.572] [     20ms] [/home/crpier/Projects/memecry] git rev-parse --show-toplevel
[2023-03-03 13:37:26.795] [     38ms] [/home/crpier/Projects/memecry] git rev-parse --show-toplevel
[2023-03-03 13:37:26.795] [     38ms] [/home/crpier/Projects/memecry/src/routes] git rev-parse --show-toplevel
[2023-03-03 13:37:26.795] [     70ms] [/home/crpier/Projects/memecry] git rev-parse --git-dir --git-common-dir
[2023-03-03 13:37:26.864] [     18ms] [/home/crpier/Projects/memecry] git remote -v
[2023-03-03 13:37:26.940] [     16ms] [/home/crpier/Projects/memecry] git ls-files -- src/routes/index.tsx
[2023-03-03 13:37:26.962] [     20ms] [/home/crpier/Projects/memecry] git blame --root --incremental -- src/routes/index.tsx
[2023-03-03 13:37:26.986] [     24ms] [/home/crpier/Projects/memecry] git config --get-regex ^user\.
[2023-03-03 13:37:27.011] [     24ms] [/home/crpier/Projects/memecry] git check-mailmap crpier <crpier42@gmail.com>
[2023-03-03 13:37:27.362] [      6ms] [/home/crpier/Projects/memecry] git remote -v
[2023-03-03 13:37:27.528] [      8ms] [/home/crpier/Projects/memecry] git diff --no-ext-diff --minimal -U0 -M --diff-filter=M -- src/routes/index.tsx
[2023-03-03 13:37:27.534] [      5ms] [/home/crpier/Projects/memecry] git log --format=%x3cr%x3e%x20%H -n3 -m -L 2,2:src/routes/index.tsx
[2023-03-03 13:37:29.794] [     11ms] [/home/crpier/Projects/memecry] git blame --root --incremental -- src/routes/index.tsx
[2023-03-03 13:37:30.598] [     15ms] [/home/crpier/Projects/memecry] git diff --no-ext-diff --minimal -U0 -M --diff-filter=M -- src/routes/index.tsx
[2023-03-03 13:37:30.612] [     13ms] [/home/crpier/Projects/memecry] git log --format=%x3cr%x3e%x20%H -n3 -m -L 2,2:src/routes/index.tsx
[2023-03-03 13:37:31.531] [      8ms] [/home/crpier/Projects/memecry] git blame --root --incremental -- src/routes/index.tsx
[2023-03-03 13:37:32.182] [      6ms] [/home/crpier/Projects/memecry] git blame --root --incremental -- src/routes/index.tsx
[2023-03-03 13:37:32.331] [      6ms] [/home/crpier/Projects/memecry] git diff --no-ext-diff --minimal -U0 -M --diff-filter=M -- src/routes/index.tsx
[2023-03-03 13:37:32.336] [      5ms] [/home/crpier/Projects/memecry] git log --format=%x3cr%x3e%x20%H -n3 -m -L 2,2:src/routes/index.tsx
[2023-03-03 13:37:33.017] [     13ms] [/home/crpier/Projects/memecry] git log --format=%x3cr%x3e%x20%H -n3 -m -L 2,2:src/routes/index.tsx
[2023-03-03 13:37:59.750] [     12ms] [/home/crpier/Projects/memecry] git blame --root --incremental -- src/routes/index.tsx
[2023-03-03 13:38:00.556] [     16ms] [/home/crpier/Projects/memecry] git diff --no-ext-diff --minimal -U0 -M --diff-filter=M -- src/routes/index.tsx
[2023-03-03 13:38:00.563] [      6ms] [/home/crpier/Projects/memecry] git log --format=%x3cr%x3e%x20%H -n3 -m -L 2,2:src/routes/index.tsx
[2023-03-03 13:38:02.475] [     10ms] [/home/crpier/Projects/memecry] git blame --root --incremental -- src/routes/index.tsx
[2023-03-03 13:38:03.274] [     11ms] [/home/crpier/Projects/memecry] git diff --no-ext-diff --minimal -U0 -M --diff-filter=M -- src/routes/index.tsx
[2023-03-03 13:38:03.285] [     10ms] [/home/crpier/Projects/memecry] git log --format=%x3cr%x3e%x20%H -n3 -m -L 2,2:src/routes/index.tsx
[2023-03-03 13:38:15.188] [      6ms] [/home/crpier/Projects/memecry] git blame --root --incremental -- src/routes/index.tsx
[2023-03-03 13:38:16.001] [     21ms] [/home/crpier/Projects/memecry] git diff --no-ext-diff --minimal -U0 -M --diff-filter=M -- src/routes/index.tsx
