[2023-03-03 11:12:52.126] [     26ms] [/home/crpier/Projects/memecry] git rev-parse --show-toplevel
[2023-03-03 11:12:52.226] [     81ms] [/home/crpier/Projects/memecry] git rev-parse --git-dir --git-common-dir
[2023-03-03 11:12:52.258] [     20ms] [/home/crpier/Projects/memecry] git remote -v
[2023-03-03 11:12:52.334] [     55ms] [/home/crpier/Projects/memecry] git rev-parse --show-toplevel
[2023-03-03 11:12:52.334] [     55ms] [/home/crpier/Projects/memecry/src] git rev-parse --show-toplevel
[2023-03-03 11:12:52.414] [     34ms] [/home/crpier/Projects/memecry] git ls-files -- src/root.tsx
[2023-03-03 11:12:52.446] [     30ms] [/home/crpier/Projects/memecry] git blame --root --incremental -- src/root.tsx
[2023-03-03 11:12:52.456] [     10ms] [/home/crpier/Projects/memecry] git config --get-regex ^user\.
[2023-03-03 11:12:52.468] [     11ms] [/home/crpier/Projects/memecry] git check-mailmap crpier <crpier42@gmail.com>
[2023-03-03 11:12:52.766] [     10ms] [/home/crpier/Projects/memecry] git remote -v
[2023-03-03 11:12:52.990] [     11ms] [/home/crpier/Projects/memecry] git diff --no-ext-diff --minimal -U0 -M --diff-filter=M -- src/root.tsx
[2023-03-03 11:12:53.008] [     17ms] [/home/crpier/Projects/memecry] git diff --no-ext-diff --minimal -U0 -M --diff-filter=M --staged -- src/root.tsx
[2023-03-03 11:12:53.020] [     11ms] [/home/crpier/Projects/memecry] git log --format=%x3cr%x3e%x20%H -n3 -m -L 2,2:src/root.tsx
[2023-03-03 11:13:03.033] [      8ms] [/home/crpier/Projects/memecry] git blame --root --incremental -- src/root.tsx
[2023-03-03 11:13:03.838] [      6ms] [/home/crpier/Projects/memecry] git diff --no-ext-diff --minimal -U0 -M --diff-filter=M -- src/root.tsx
[2023-03-03 11:13:03.843] [      5ms] [/home/crpier/Projects/memecry] git diff --no-ext-diff --minimal -U0 -M --diff-filter=M --staged -- src/root.tsx
[2023-03-03 11:13:03.849] [      4ms] [/home/crpier/Projects/memecry] git log --format=%x3cr%x3e%x20%H -n3 -m -L 2,2:src/root.tsx
[2023-03-03 11:13:05.380] [     11ms] [/home/crpier/Projects/memecry] git blame --root --incremental -- src/root.tsx
[2023-03-03 11:13:06.178] [     12ms] [/home/crpier/Projects/memecry] git diff --no-ext-diff --minimal -U0 -M --diff-filter=M -- src/root.tsx
[2023-03-03 11:13:06.190] [     10ms] [/home/crpier/Projects/memecry] git diff --no-ext-diff --minimal -U0 -M --diff-filter=M --staged -- src/root.tsx
[2023-03-03 11:13:06.200] [      9ms] [/home/crpier/Projects/memecry] git log --format=%x3cr%x3e%x20%H -n3 -m -L 2,2:src/root.tsx
[2023-03-03 11:13:23.264] [      7ms] [/home/crpier/Projects/memecry] git blame --root --incremental -- src/root.tsx
[2023-03-03 11:13:24.067] [      5ms] [/home/crpier/Projects/memecry] git diff --no-ext-diff --minimal -U0 -M --diff-filter=M -- src/root.tsx
[2023-03-03 11:13:24.076] [      8ms] [/home/crpier/Projects/memecry] git diff --no-ext-diff --minimal -U0 -M --diff-filter=M --staged -- src/root.tsx
[2023-03-03 11:13:24.081] [      4ms] [/home/crpier/Projects/memecry] git log --format=%x3cr%x3e%x20%H -n3 -m -L 2,2:src/root.tsx
[2023-03-03 11:13:36.146] [      8ms] [/home/crpier/Projects/memecry] git blame --root --incremental --contents - -- src/root.tsx
[2023-03-03 11:13:37.381] [      7ms] [/home/crpier/Projects/memecry] git blame --root --incremental --contents - -- src/root.tsx
[2023-03-03 11:13:37.388] [      6ms] [/home/crpier/Projects/memecry] git status --porcelain=v2 --find-renames -- src/root.tsx
[2023-03-03 11:13:42.037] [      6ms] [/home/crpier/Projects/memecry] git blame --root --incremental -- src/root.tsx
[2023-03-03 11:13:42.841] [     10ms] [/home/crpier/Projects/memecry] git diff --no-ext-diff --minimal -U0 -M --diff-filter=M -- src/root.tsx
[2023-03-03 11:13:42.847] [      4ms] [/home/crpier/Projects/memecry] git diff --no-ext-diff --minimal -U0 -M --diff-filter=M --staged -- src/root.tsx
[2023-03-03 11:13:42.852] [      5ms] [/home/crpier/Projects/memecry] git log --format=%x3cr%x3e%x20%H -n3 -m -L 2,2:src/root.tsx
[2023-03-03 11:13:53.090] [      8ms] [/home/crpier/Projects/memecry] git blame --root --incremental -- src/root.tsx
[2023-03-03 11:13:53.931] [     11ms] [/home/crpier/Projects/memecry] git diff --no-ext-diff --minimal -U0 -M --diff-filter=M -- src/root.tsx
[2023-03-03 11:13:53.942] [      9ms] [/home/crpier/Projects/memecry] git diff --no-ext-diff --minimal -U0 -M --diff-filter=M --staged -- src/root.tsx
[2023-03-03 11:13:53.951] [      8ms] [/home/crpier/Projects/memecry] git log --format=%x3cr%x3e%x20%H -n3 -m -L 2,2:src/root.tsx
[2023-03-03 11:14:39.398] [      6ms] [/home/crpier/Projects/memecry] git blame --root --incremental -- src/root.tsx
[2023-03-03 11:14:40.195] [      4ms] [/home/crpier/Projects/memecry] git diff --no-ext-diff --minimal -U0 -M --diff-filter=M -- src/root.tsx
[2023-03-03 11:14:40.200] [      4ms] [/home/crpier/Projects/memecry] git diff --no-ext-diff --minimal -U0 -M --diff-filter=M --staged -- src/root.tsx
[2023-03-03 11:14:40.204] [      3ms] [/home/crpier/Projects/memecry] git log --format=%x3cr%x3e%x20%H -n3 -m -L 2,2:src/root.tsx
[2023-03-03 11:14:52.989] [     12ms] [/home/crpier/Projects/memecry] git blame --root --incremental --contents - -- src/root.tsx
[2023-03-03 11:14:53.515] [      6ms] [/home/crpier/Projects/memecry] git status --porcelain=v2 --find-renames -- src/root.tsx
[2023-03-03 11:14:58.716] [      7ms] [/home/crpier/Projects/memecry] git blame --root --incremental -- src/root.tsx
[2023-03-03 11:14:59.523] [     10ms] [/home/crpier/Projects/memecry] git diff --no-ext-diff --minimal -U0 -M --diff-filter=M -- src/root.tsx
[2023-03-03 11:14:59.536] [     12ms] [/home/crpier/Projects/memecry] git diff --no-ext-diff --minimal -U0 -M --diff-filter=M --staged -- src/root.tsx
[2023-03-03 11:14:59.542] [      5ms] [/home/crpier/Projects/memecry] git log --format=%x3cr%x3e%x20%H -n3 -m -L 2,2:src/root.tsx
[2023-03-03 11:15:09.879] [     11ms] [/home/crpier/Projects/memecry] git blame --root --incremental -- src/root.tsx
[2023-03-03 11:15:10.865] [     11ms] [/home/crpier/Projects/memecry] git diff --no-ext-diff --minimal -U0 -M --diff-filter=M -- src/root.tsx
[2023-03-03 11:15:10.876] [      9ms] [/home/crpier/Projects/memecry] git diff --no-ext-diff --minimal -U0 -M --diff-filter=M --staged -- src/root.tsx
[2023-03-03 11:15:10.885] [      8ms] [/home/crpier/Projects/memecry] git log --format=%x3cr%x3e%x20%H -n3 -m -L 2,2:src/root.tsx
[2023-03-03 11:15:14.072] [      5ms] [/home/crpier/Projects/memecry] git for-each-ref --format=%3ch%3e%(HEAD)%3cn%3e%(refname)%3cu%3e%(upstream:short)%3ct%3e%(upstream:track)%3cr%3e%(objectname)%3cd%3e%(committerdate:iso8601) refs/heads refs/remotes
[2023-03-03 11:15:14.082] [      8ms] [/home/crpier/Projects/memecry] git tag -l --format=%3cn%3e%(refname)%3c*r%3e%(*objectname)%3cr%3e%(objectname)%3cd%3e%(creatordate:iso8601)%3cad%3e%(authordate:iso8601)%3cs%3e%(subject)
[2023-03-03 11:15:58.890] [      7ms] [/home/crpier/Projects/memecry] git ls-files -- tsconfig.json
[2023-03-03 11:15:59.119] [      7ms] [/home/crpier/Projects/memecry] git blame --root --incremental -- tsconfig.json
[2023-03-03 11:15:59.673] [     27ms] [/home/crpier/Projects/memecry] git log -M -n1 --format=%H 5f62eea3efbac7eaa07348f4f830e8f53cfd1c85^ -- tsconfig.json
[2023-03-03 11:15:59.673] [     28ms] [/home/crpier/Projects/memecry] git log --format=%x3c%x2ff%x3e%n%x3cr%x3e%x20%H%n%x3ca%x3e%x20%aN%n%x3ce%x3e%x20%aE%n%x3cd%x3e%x20%at%n%x3cn%x3e%x20%cN%n%x3cm%x3e%x20%cE%n%x3cc%x3e%x20%ct%n%x3cp%x3e%x20%P%n%x3cs%x3e%n%B%n%x3c%x2fs%x3e%n%x3cf%x3e -M -m --name-status --full-history -n3 5f62eea3efbac7eaa07348f4f830e8f53cfd1c85 --
[2023-03-03 11:15:59.674] [     10ms] [/home/crpier/Projects/memecry] git rev-parse --verify --end-of-options 5f62eea3efbac7eaa07348f4f830e8f53cfd1c85^:./tsconfig.json
